record_ID,Suborder,Superfamily,Family,Subfamily,Genus,Species,more_than_50_percent_AA,name_in_phylogeny
MOL_286,Polyphaga,Staphylinoidea,Agyrtidae,Necrophilinae,Necrophilus,hydrophiloides,TRUE,Sta_Agy_Necrophilus
MOL_287,Polyphaga,Staphylinoidea,Agyrtidae,Pterolomatinae,Apteroloma,tenuicorne,TRUE,Sta_Agy_Apteroloma
MOL_288,Polyphaga,Staphylinoidea,Hydraenidae,Hydraeninae,Hydraena,californica,TRUE,Sta_Hyd_Hydraena
MOL_289,Polyphaga,Staphylinoidea,Hydraenidae,Ochthebiinae,Meropathus,sp.,TRUE,Sta_Hyd_Meropathus
MOL_290,Polyphaga,Staphylinoidea,Hydraenidae,Ochthebiinae,Ochthebius,sp.,FALSE,Sta_Hyd_Ochthebius
MOL_291,Polyphaga,Staphylinoidea,Leiodidae,Camiarinae,Agyrtodes,ovatus,TRUE,Sta_Lei_Agyrtodes
MOL_292,Polyphaga,Staphylinoidea,Leiodidae,Cholevinae,Prionochaeta,opaca,TRUE,Sta_Lei_Prionochaeta
MOL_293,Polyphaga,Staphylinoidea,Leiodidae,Coloninae,Colon,hirtale,TRUE,Sta_Lei_Colon
MOL_294,Polyphaga,Staphylinoidea,Leiodidae,Leiodinae,Anisotoma,"blanchardi, others",TRUE,Sta_Lei_Anisotoma
MOL_295,Polyphaga,Staphylinoidea,Ptiliidae,Acrotrichinae,Acrotrichis,various,TRUE,Sta_Pti_Acrotrichis
MOL_296,Polyphaga,Staphylinoidea,Ptiliidae,Ptiliinae,Nossidium,sp.,TRUE,Sta_Pti_Nossidium
MOL_297,Polyphaga,Staphylinoidea,Silphidae,Nicrophorinae,Nicrophorus,tomentosus,TRUE,Sta_Sil_Nicrophorus
MOL_298,Polyphaga,Staphylinoidea,Silphidae,Silphinae,Necrophila,americana,TRUE,Sta_Sil_Necrophila
MOL_299,Polyphaga,Staphylinoidea,Staphylinidae,Glypholomatinae,Glypholoma,pecki,TRUE,Sta_Sta_Glypholoma
MOL_300,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Paraphloeostiba,gayndahensis,TRUE,Sta_Sta_Paraphloeostiba
MOL_301,Polyphaga,Staphylinoidea,Staphylinidae,Osoriinae,Renardia,cf. nigrella,TRUE,Sta_Sta_Renardia
MOL_302,Polyphaga,Staphylinoidea,Staphylinidae,Scaphidiinae,Scaphidium,n. sp.,TRUE,Sta_Sta_Scaphidium
MOL_303,Polyphaga,Staphylinoidea,Staphylinidae,Scydmaeninae,Adrastia,sp.,TRUE,Sta_Scy_Adrastia
MOL_304,Polyphaga,Staphylinoidea,Staphylinidae,Scydmaeninae,Euconnus,sp.,TRUE,Sta_Scy_Euconnus
MOL_305,Polyphaga,Staphylinoidea,Staphylinidae,Scydmaeninae,Palaeostigus,bifoveolatus,TRUE,Sta_Scy_Palaeostigus
MOL_306,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Creophilus,maxillosus,TRUE,Sta_Sta_Creophilus
MOL_307,Polyphaga,Staphylinoidea,Staphylinidae,Tachyporinae,Leucotachinus,luteonitens,TRUE,Sta_Sta_Leucotachinus
MOL_308,Polyphaga,Tenebrionoidea,Aderidae,,Aderus,sp.,TRUE,Ten_Ade_Aderus
MOL_309,Polyphaga,Tenebrionoidea,Anthicidae,Anthicinae,Anthicus,nanus,TRUE,Ten_Ant_Anthicus
MOL_310,Polyphaga,Tenebrionoidea,Anthicidae,Lagrioidinae,Lagrioida,sp.,TRUE,Ten_Ant_Lagrioida
MOL_311,Polyphaga,Tenebrionoidea,Anthicidae,Lemodinae,Lemodes,sp.,TRUE,Ten_Ant_Lemodes
MOL_312,Polyphaga,Tenebrionoidea,Archeocrypticidae,,Archeocrypticus,topali,TRUE,Ten_Arc_Archaeocrypticus
MOL_313,Polyphaga,Tenebrionoidea,Boridae,Borinae,Boros,schneideri,TRUE,Ten_Bor_Boros
MOL_314,Polyphaga,Tenebrionoidea,Chalcodryidae,,Chalcodrya,variegata,TRUE,Ten_Cha_Chalcodrya
MOL_315,Polyphaga,Tenebrionoidea,Ciidae,Ciinae,Cis,vitulus,TRUE,Ten_Cii_Cis
MOL_316,Polyphaga,Tenebrionoidea,Ciidae,Sphindociinae,Sphindocis,denticollis,TRUE,Ten_Cii_Sphindocis
MOL_317,Polyphaga,Tenebrionoidea,Incertae cedis,,Rhizonium,antiquum,TRUE,Ten_Inc_Rhizonium
MOL_318,Polyphaga,Tenebrionoidea,Melandryidae,Melandryinae,Orchesia,sp.,TRUE,Ten_Mel_Orchesia
MOL_319,Polyphaga,Tenebrionoidea,Melandryidae,Melandryinae,Phloiotrya,rufipes,TRUE,Ten_Mel_Phloiotrya
MOL_320,Polyphaga,Tenebrionoidea,Meloidae,Eleticinae,Iselma,pallidipennis,FALSE,Ten_Mel_Iselma
MOL_321,Polyphaga,Tenebrionoidea,Meloidae,Meloinae,Epicauta,sp.,TRUE,Ten_Mel_Epicauta
MOL_322,Polyphaga,Tenebrionoidea,Mordellidae,Mordellinae,Mordella,atrata,TRUE,Ten_Mor_Mordella
MOL_323,Polyphaga,Tenebrionoidea,Mycetophagidae,Mycetophaginae,Mycetophagus,sp.,TRUE,Ten_Myc_Mycetophagus
MOL_324,Polyphaga,Tenebrionoidea,Mycteridae,Eurypinae,Lacconotus,pallidus,TRUE,Ten_Myc_Lacconotus
MOL_325,Polyphaga,Tenebrionoidea,Mycteridae,Hemipeplinae,Hemipeplus,microphthalmus,TRUE,Ten_Myc_Hemipeplus
MOL_326,Polyphaga,Tenebrionoidea,Oedemeridae,Calopodinae,Calopus,angustatus,TRUE,Ten_Oed_Calopus
MOL_327,Polyphaga,Tenebrionoidea,Oedemeridae,Oedomerinae,Ditylus,gracilis,TRUE,Ten_Oed_Ditylus
MOL_328,Polyphaga,Tenebrionoidea,Oedemeridae,Polypriinae,Polypria,sp.,TRUE,Ten_Oed_Polypria
MOL_329,Polyphaga,Tenebrionoidea,Promecheilidae,,Parahelops,sp.,TRUE,Ten_Per_Parahelops
MOL_330,Polyphaga,Tenebrionoidea,Promecheilidae,,Sirrhas,limbatus,TRUE,Ten_Per_Sirrhas
MOL_331,Polyphaga,Tenebrionoidea,Prostomidae,,Prostomis,mandibularis,TRUE,Ten_Pro_Prostomis
MOL_332,Polyphaga,Tenebrionoidea,Pterogeniidae,,Tychogenius,sp.,TRUE,Ten_Pte_Tychogenius
MOL_333,Polyphaga,Tenebrionoidea,Pyrochroidae,Pedilinae,Pedilus,parvicollis,TRUE,Ten_Pyr_Pedilus
MOL_334,Polyphaga,Tenebrionoidea,Pyrochroidae,Pilipalpinae,Morpholycus,monilicornis,TRUE,Ten_Pyr_Morpholycus
MOL_335,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,Pyrochroa,serraticornis,TRUE,Ten_Pyr_Pyrochroa
MOL_336,Polyphaga,Tenebrionoidea,Pythidae,,Pytho,niger,TRUE,Ten_Pyt_Pytho
MOL_337,Polyphaga,Tenebrionoidea,Pythidae,,Ischyomius,sp.,TRUE,Ten_Pyt_Ischyomius
MOL_338,Polyphaga,Tenebrionoidea,Ripiphoridae,Pelecotominae,Pelecotoma,fennica,TRUE,Ten_Rip_Pelecotoma
MOL_339,Polyphaga,Tenebrionoidea,Ripiphoridae,Ripidiinae,Pirhidius,sp.,FALSE,Ten_Rip_Pirhidius
MOL_340,Polyphaga,Tenebrionoidea,Ripiphoridae,Ripiphorinae,Ripiphorus,sp.,TRUE,Ten_Rip_Ripiphorus
MOL_341,Polyphaga,Tenebrionoidea,Salpingidae,Inopeplinae,Euryplatus,dimiolatus,TRUE,Ten_Sal_Euryplatus
MOL_342,Polyphaga,Tenebrionoidea,Salpingidae,Othniinae,Elacatis,sp.,TRUE,Ten_Sal_Elacatis
MOL_343,Polyphaga,Tenebrionoidea,Salpingidae,Prostominiinae,Ocholissa,sp.,FALSE,Ten_Sal_Ocholissa
MOL_344,Polyphaga,Tenebrionoidea,Salpingidae,Salpinginae,Notosalpingus,sp.,TRUE,Ten_Sal_Notosalpingus
MOL_345,Polyphaga,Tenebrionoidea,Salpingidae,Salpinginae,Salpingus,viridiaeneus,TRUE,Ten_Sal_Salpingus
MOL_346,Polyphaga,Tenebrionoidea,Scraptiidae,Anaspidinae,Anaspis,atrata,TRUE,Ten_Scr_Anaspis
MOL_347,Polyphaga,Tenebrionoidea,Scraptiidae,Scraptiinae,Scraptiinae,,TRUE,Ten_Scr_Scraptiinae
MOL_348,Polyphaga,Tenebrionoidea,Stenotrachelidae,Cephaloinae,Cephaloon,bicolor,TRUE,Ten_Ste_Cephaloon
MOL_349,Polyphaga,Tenebrionoidea,Synchroidae,,Synchroa,punctata,TRUE,Ten_Syn_Synchroa
MOL_350,Polyphaga,Tenebrionoidea,Tenebrionidae,Lagriinae,Adelium,sp.,TRUE,Ten_Ten_Adelium
MOL_351,Polyphaga,Tenebrionoidea,Tenebrionidae,Lagriinae,Statira,gagatina,TRUE,Ten_Ten_Statira
MOL_352,Polyphaga,Tenebrionoidea,Tenebrionidae,Pimeliinae,Coelus,ciliatus,TRUE,Ten_Ten_Coelus
MOL_353,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Leaus,tasmanicus,TRUE,Ten_Ten_Leaus
MOL_354,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Tribolium,castaneum,TRUE,Ten_Ten_Tribolium
MOL_355,Polyphaga,Tenebrionoidea,Tenebrionidae,Zolodininae,Tanylypa,morio,TRUE,Ten_Ten_Tanylypa
MOL_356,Polyphaga,Tenebrionoidea,Tetratomidae,Eustrophinae,Eustrophopsis,arizonensis,TRUE,Ten_Tet_Eustrophopsis
MOL_357,Polyphaga,Tenebrionoidea,Tetratomidae,Penthinae,Penthe,pimelia,TRUE,Ten_Tet_Penthe
MOL_358,Polyphaga,Tenebrionoidea,Tetratomidae,Tetratominae,Tetratoma,fungorum,TRUE,Ten_Tet_Tetratoma
MOL_359,Polyphaga,Tenebrionoidea,Trachelostenidae,,Trachelostenus,sp.,TRUE,Ten_Tra_Trachelostenus
MOL_360,Polyphaga,Tenebrionoidea,Trictenotomidae,,Trictenotoma,sp.,TRUE,Ten_Tri_Trictenotoma
MOL_361,Polyphaga,Tenebrionoidea,Ulodidae,,Meryx,rugosa,TRUE,Ten_Ulo_Meryx
MOL_362,Polyphaga,Tenebrionoidea,Ulodidae,,Syrphetodes,n. sp.,TRUE,Ten_Ulo_Syrphetodes
MOL_363,Polyphaga,Tenebrionoidea,Zopheridae,Colydiinae,Colydium,lineola,TRUE,Ten_Zop_Colydium
MOL_364,Polyphaga,Tenebrionoidea,Zopheridae,Colydiinae,Pristoderus,bakewelli,TRUE,Ten_Zop_Pristoderus
MOL_365,Polyphaga,Tenebrionoidea,Zopheridae,Colydiinae,Pycnomerus,sp.,TRUE,Ten_Zop_Pycnomerus
MOL_366,Polyphaga,Tenebrionoidea,Zopheridae,Zopherinae,Hyporhagus,sp.,FALSE,Ten_Zop_Hyporhagus
MOL_367,Polyphaga,Tenebrionoidea,Zopheridae,Zopherinae,Phellopsis,porcata,TRUE,Ten_Zop_Phellopsis
